;;;;;;;;;;;;
Capacidad Instlada;;;;;;;;;;;;
País;Año;Descripción;Dato;Unidad;;;;;;;;
Caribe;2010;Térmica renovable;602,00;MW;;;;;;;;
Cono Sur;2010;Hidro;107002,80;MW;;;;;;;;
Cono Sur;2010;Térmica no renovable;49123,07;MW;;;;;;;;
Cono Sur;2010;Nuclear;3012,00;MW;;;;;;;;
Cono Sur;2010;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2010;Eólica;1150,81;MW;;;;;;;;
Cono Sur;2010;Solar;1,14;MW;;;;;;;;
Cono Sur;2010;Otros;0,00;MW;;;;;;;;
Cono Sur;2010;Térmica renovable;8339,59;MW;;;;;;;;
Cono Sur sin Brasil;2010;Hidro;26299,68;MW;;;;;;;;
Cono Sur sin Brasil;2010;Térmica no renovable;27361,31;MW;;;;;;;;
Cono Sur sin Brasil;2010;Nuclear;1005,00;MW;;;;;;;;
Cono Sur sin Brasil;2010;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2010;Eólica;223,92;MW;;;;;;;;
Cono Sur sin Brasil;2010;Solar;0,14;MW;;;;;;;;
Cono Sur sin Brasil;2010;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2010;Térmica renovable;412,40;MW;;;;;;;;
Zona Andina;2010;Hidro;30048,47;MW;;;;;;;;
Zona Andina;2010;Térmica no renovable;24236,98;MW;;;;;;;;
Zona Andina;2010;Nuclear;;MW;;;;;;;;
Zona Andina;2010;Geotermia;;MW;;;;;;;;
Zona Andina;2010;Eólica;21,52;MW;;;;;;;;
Zona Andina;2010;Solar;1,89;MW;;;;;;;;
Zona Andina;2010;Otros;;MW;;;;;;;;
Zona Andina;2010;Térmica renovable;179,60;MW;;;;;;;;
América Latina y el Caribe;2010;Hidro;153873,56;MW;;;;;;;;
América Latina y el Caribe;2010;Térmica no renovable;130650,85;MW;;;;;;;;
América Latina y el Caribe;2010;Nuclear;4376,88;MW;;;;;;;;
América Latina y el Caribe;2010;Geotermia;1457,90;MW;;;;;;;;
América Latina y el Caribe;2010;Eólica;1470,20;MW;;;;;;;;
América Latina y el Caribe;2010;Solar;7,49;MW;;;;;;;;
América Latina y el Caribe;2010;Otros;0,00;MW;;;;;;;;
América Latina y el Caribe;2010;Térmica renovable;9828,76;MW;;;;;;;;
Argentina;2011;Hidro;11135,00;MW;;;;;;;;
Argentina;2011;Térmica no renovable;17794,00;MW;;;;;;;;
Argentina;2011;Nuclear;1005,00;MW;;;;;;;;
Argentina;2011;Geotermia;;MW;;;;;;;;
Argentina;2011;Eólica;7,00;MW;;;;;;;;
Argentina;2011;Solar;1,00;MW;;;;;;;;
Argentina;2011;Otros;;MW;;;;;;;;
Argentina;2011;Térmica renovable;;MW;;;;;;;;
Barbados;2011;Hidro;;MW;;;;;;;;
Barbados;2011;Térmica no renovable;239,10;MW;;;;;;;;
Barbados;2011;Nuclear;;MW;;;;;;;;
Barbados;2011;Geotermia;;MW;;;;;;;;
Barbados;2011;Eólica;;MW;;;;;;;;
Barbados;2011;Solar;1,70;MW;;;;;;;;
Barbados;2011;Otros;;MW;;;;;;;;
Barbados;2011;Térmica renovable;;MW;;;;;;;;
Belice;2011;Hidro;53,00;MW;;;;;;;;
Belice;2011;Térmica no renovable;63,60;MW;;;;;;;;
Belice;2011;Nuclear;;MW;;;;;;;;
Belice;2011;Geotermia;;MW;;;;;;;;
Belice;2011;Eólica;;MW;;;;;;;;
Belice;2011;Solar;0,48;MW;;;;;;;;
Belice;2011;Otros;;MW;;;;;;;;
Belice;2011;Térmica renovable;27,50;MW;;;;;;;;
Bolivia;2011;Hidro;493,80;MW;;;;;;;;
Bolivia;2011;Térmica no renovable;1163,46;MW;;;;;;;;
Bolivia;2011;Nuclear;;MW;;;;;;;;
Bolivia;2011;Geotermia;;MW;;;;;;;;
Bolivia;2011;Eólica;0,00;MW;;;;;;;;
Bolivia;2011;Solar;0,00;MW;;;;;;;;
Bolivia;2011;Otros;;MW;;;;;;;;
Bolivia;2011;Térmica renovable;25,00;MW;;;;;;;;
Brasil;2011;Hidro;82458,90;MW;;;;;;;;
Brasil;2011;Térmica no renovable;22214,73;MW;;;;;;;;
Brasil;2011;Nuclear;2007,00;MW;;;;;;;;
Brasil;2011;Geotermia;;MW;;;;;;;;
Brasil;2011;Eólica;1425,79;MW;;;;;;;;
Brasil;2011;Solar;0,80;MW;;;;;;;;
Brasil;2011;Otros;;MW;;;;;;;;
Brasil;2011;Térmica renovable;9027,87;MW;;;;;;;;
Chile;2011;Hidro;5830,63;MW;;;;;;;;
Chile;2011;Térmica no renovable;10736,98;MW;;;;;;;;
Chile;2011;Nuclear;0,00;MW;;;;;;;;
Chile;2011;Geotermia;0,00;MW;;;;;;;;
Chile;2011;Eólica;203,32;MW;;;;;;;;
Chile;2011;Solar;0,00;MW;;;;;;;;
Chile;2011;Otros;0,00;MW;;;;;;;;
Chile;2011;Térmica renovable;208,20;MW;;;;;;;;
Colombia;2011;Hidro;9718,31;MW;;;;;;;;
Colombia;2011;Térmica no renovable;4635,95;MW;;;;;;;;
Colombia;2011;Nuclear;;MW;;;;;;;;
Colombia;2011;Geotermia;;MW;;;;;;;;
Colombia;2011;Eólica;18,42;MW;;;;;;;;
Colombia;2011;Solar;;MW;;;;;;;;
Colombia;2011;Otros;;MW;;;;;;;;
Colombia;2011;Térmica renovable;54,80;MW;;;;;;;;
Costa Rica;2011;Hidro;1682,44;MW;;;;;;;;
Costa Rica;2011;Térmica no renovable;862,21;MW;;;;;;;;
Costa Rica;2011;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2011;Geotermia;210,71;MW;;;;;;;;
Costa Rica;2011;Eólica;132,37;MW;;;;;;;;
Costa Rica;2011;Solar;0,00;MW;;;;;;;;
Costa Rica;2011;Otros;0,00;MW;;;;;;;;
Costa Rica;2011;Térmica renovable;43,70;MW;;;;;;;;
Cuba;2011;Hidro;65,00;MW;;;;;;;;
Cuba;2011;Térmica no renovable;5293,80;MW;;;;;;;;
Cuba;2011;Nuclear;;MW;;;;;;;;
Cuba;2011;Geotermia;;MW;;;;;;;;
Cuba;2011;Eólica;12,00;MW;;;;;;;;
Cuba;2011;Solar;0,10;MW;;;;;;;;
Cuba;2011;Otros;;MW;;;;;;;;
Cuba;2011;Térmica renovable;543,00;MW;;;;;;;;
Ecuador;2011;Hidro;2234,41;MW;;;;;;;;
Ecuador;2011;Térmica no renovable;2843,08;MW;;;;;;;;
Ecuador;2011;Nuclear;;MW;;;;;;;;
Ecuador;2011;Geotermia;;MW;;;;;;;;
Ecuador;2011;Eólica;2,40;MW;;;;;;;;
Ecuador;2011;Solar;0,04;MW;;;;;;;;
Ecuador;2011;Otros;;MW;;;;;;;;
Ecuador;2011;Térmica renovable;101,30;MW;;;;;;;;
El Salvador;2011;Hidro;487,13;MW;;;;;;;;
El Salvador;2011;Térmica no renovable;691,20;MW;;;;;;;;
El Salvador;2011;Nuclear;;MW;;;;;;;;
El Salvador;2011;Geotermia;204,40;MW;;;;;;;;
El Salvador;2011;Eólica;;MW;;;;;;;;
El Salvador;2011;Solar;;MW;;;;;;;;
El Salvador;2011;Otros;6,35;MW;;;;;;;;
El Salvador;2011;Térmica renovable;115,00;MW;;;;;;;;
Grenada;2011;Hidro;;MW;;;;;;;;
Grenada;2011;Térmica no renovable;49,97;MW;;;;;;;;
Grenada;2011;Nuclear;;MW;;;;;;;;
Grenada;2011;Geotermia;;MW;;;;;;;;
Grenada;2011;Eólica;;MW;;;;;;;;
Grenada;2011;Solar;;MW;;;;;;;;
Grenada;2011;Otros;;MW;;;;;;;;
Grenada;2011;Térmica renovable;;MW;;;;;;;;
Guatemala;2011;Hidro;838,10;MW;;;;;;;;
Guatemala;2011;Térmica no renovable;966,84;MW;;;;;;;;
Guatemala;2011;Nuclear;;MW;;;;;;;;
Guatemala;2011;Geotermia;31,70;MW;;;;;;;;
Guatemala;2011;Eólica;0,00;MW;;;;;;;;
Guatemala;2011;Solar;0,00;MW;;;;;;;;
Guatemala;2011;Otros;;MW;;;;;;;;
Guatemala;2011;Térmica renovable;357,45;MW;;;;;;;;
Guyana;2011;Hidro;0,00;MW;;;;;;;;
Guyana;2011;Térmica no renovable;272,27;MW;;;;;;;;
Guyana;2011;Nuclear;;MW;;;;;;;;
Guyana;2011;Geotermia;;MW;;;;;;;;
Guyana;2011;Eólica;0,01;MW;;;;;;;;
Guyana;2011;Solar;0,97;MW;;;;;;;;
Guyana;2011;Otros;;MW;;;;;;;;
Guyana;2011;Térmica renovable;54,00;MW;;;;;;;;
Haiti;2011;Hidro;60,80;MW;;;;;;;;
Haiti;2011;Térmica no renovable;206,50;MW;;;;;;;;
Haiti;2011;Nuclear;;MW;;;;;;;;
Haiti;2011;Geotermia;;MW;;;;;;;;
Haiti;2011;Eólica;;MW;;;;;;;;
Haiti;2011;Solar;;MW;;;;;;;;
Haiti;2011;Otros;;MW;;;;;;;;
Haiti;2011;Térmica renovable;;MW;;;;;;;;
Honduras;2011;Hidro;527,88;MW;;;;;;;;
Honduras;2011;Térmica no renovable;868,20;MW;;;;;;;;
Honduras;2011;Nuclear;;MW;;;;;;;;
Honduras;2011;Geotermia;0,00;MW;;;;;;;;
Honduras;2011;Eólica;102,00;MW;;;;;;;;
Honduras;2011;Solar;0,00;MW;;;;;;;;
Honduras;2011;Otros;;MW;;;;;;;;
Honduras;2011;Térmica renovable;92,30;MW;;;;;;;;
Jamaica;2011;Hidro;22,80;MW;;;;;;;;
Jamaica;2011;Térmica no renovable;808,50;MW;;;;;;;;
Jamaica;2011;Nuclear;;MW;;;;;;;;
Jamaica;2011;Geotermia;;MW;;;;;;;;
Jamaica;2011;Eólica;41,70;MW;;;;;;;;
Jamaica;2011;Solar;;MW;;;;;;;;
Jamaica;2011;Otros;;MW;;;;;;;;
Jamaica;2011;Térmica renovable;;MW;;;;;;;;
México;2011;Hidro;11452,89;MW;;;;;;;;
México;2011;Térmica no renovable;38140,07;MW;;;;;;;;
México;2011;Nuclear;1364,88;MW;;;;;;;;
México;2011;Geotermia;886,60;MW;;;;;;;;
México;2011;Eólica;86,75;MW;;;;;;;;
México;2011;Solar;;MW;;;;;;;;
México;2011;Otros;;MW;;;;;;;;
México;2011;Térmica renovable;;MW;;;;;;;;
Nicaragua;2011;Hidro;105,30;MW;;;;;;;;
Nicaragua;2011;Térmica no renovable;731,14;MW;;;;;;;;
Nicaragua;2011;Nuclear;;MW;;;;;;;;
Nicaragua;2011;Geotermia;87,50;MW;;;;;;;;
Nicaragua;2011;Eólica;63,00;MW;;;;;;;;
Nicaragua;2011;Solar;;MW;;;;;;;;
Nicaragua;2011;Otros;;MW;;;;;;;;
Nicaragua;2011;Térmica renovable;121,80;MW;;;;;;;;
Panamá;2011;Hidro;1352,40;MW;;;;;;;;
Panamá;2011;Térmica no renovable;991,90;MW;;;;;;;;
Panamá;2011;Nuclear;;MW;;;;;;;;
Panamá;2011;Geotermia;;MW;;;;;;;;
Panamá;2011;Eólica;;MW;;;;;;;;
Panamá;2011;Solar;;MW;;;;;;;;
Panamá;2011;Otros;;MW;;;;;;;;
Panamá;2011;Térmica renovable;;MW;;;;;;;;
Paraguay;2011;Hidro;8810,00;MW;;;;;;;;
Paraguay;2011;Térmica no renovable;6,10;MW;;;;;;;;
Paraguay;2011;Nuclear;;MW;;;;;;;;
Paraguay;2011;Geotermia;;MW;;;;;;;;
Paraguay;2011;Eólica;;MW;;;;;;;;
Paraguay;2011;Solar;;MW;;;;;;;;
Paraguay;2011;Otros;;MW;;;;;;;;
Paraguay;2011;Térmica renovable;;MW;;;;;;;;
Perú;2011;Hidro;3450,95;MW;;;;;;;;
Perú;2011;Térmica no renovable;5239,67;MW;;;;;;;;
Perú;2011;Nuclear;;MW;;;;;;;;
Perú;2011;Geotermia;;MW;;;;;;;;
Perú;2011;Eólica;0,70;MW;;;;;;;;
Perú;2011;Solar;;MW;;;;;;;;
Perú;2011;Otros;;MW;;;;;;;;
Perú;2011;Térmica renovable;;MW;;;;;;;;
República Dominicana;2011;Hidro;523,71;MW;;;;;;;;
República Dominicana;2011;Térmica no renovable;4363,07;MW;;;;;;;;
República Dominicana;2011;Nuclear;;MW;;;;;;;;
República Dominicana;2011;Geotermia;;MW;;;;;;;;
República Dominicana;2011;Eólica;33,45;MW;;;;;;;;
República Dominicana;2011;Solar;0,01;MW;;;;;;;;
República Dominicana;2011;Otros;;MW;;;;;;;;
República Dominicana;2011;Térmica renovable;0,14;MW;;;;;;;;
Suriname;2011;Hidro;189,00;MW;;;;;;;;
Suriname;2011;Térmica no renovable;238,00;MW;;;;;;;;
Suriname;2011;Nuclear;;MW;;;;;;;;
Suriname;2011;Geotermia;;MW;;;;;;;;
Suriname;2011;Eólica;;MW;;;;;;;;
Suriname;2011;Solar;0,43;MW;;;;;;;;
Suriname;2011;Otros;;MW;;;;;;;;
Suriname;2011;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2011;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2011;Térmica no renovable;2132,00;MW;;;;;;;;
Trinidad y Tobago;2011;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2011;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2011;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2011;Solar;2,57;MW;;;;;;;;
Trinidad y Tobago;2011;Otros;;MW;;;;;;;;
Trinidad y Tobago;2011;Térmica renovable;;MW;;;;;;;;
Uruguay;2011;Hidro;1538,00;MW;;;;;;;;
Uruguay;2011;Térmica no renovable;875,70;MW;;;;;;;;
Uruguay;2011;Nuclear;;MW;;;;;;;;
Uruguay;2011;Geotermia;;MW;;;;;;;;
Uruguay;2011;Eólica;43,61;MW;;;;;;;;
Uruguay;2011;Solar;0,39;MW;;;;;;;;
Uruguay;2011;Otros;;MW;;;;;;;;
Uruguay;2011;Térmica renovable;243,10;MW;;;;;;;;
Venezuela;2011;Hidro;14622,81;MW;;;;;;;;
Venezuela;2011;Térmica no renovable;11096,85;MW;;;;;;;;
Venezuela;2011;Nuclear;;MW;;;;;;;;
Venezuela;2011;Geotermia;;MW;;;;;;;;
Venezuela;2011;Eólica;0,00;MW;;;;;;;;
Venezuela;2011;Solar;2,40;MW;;;;;;;;
Venezuela;2011;Otros;;MW;;;;;;;;
Venezuela;2011;Térmica renovable;;MW;;;;;;;;
América Central;2011;Hidro;5046,25;MW;;;;;;;;
América Central;2011;Térmica no renovable;5175,08;MW;;;;;;;;
América Central;2011;Nuclear;0,00;MW;;;;;;;;
América Central;2011;Geotermia;534,31;MW;;;;;;;;
América Central;2011;Eólica;297,37;MW;;;;;;;;
América Central;2011;Solar;0,48;MW;;;;;;;;
América Central;2011;Otros;6,35;MW;;;;;;;;
América Central;2011;Térmica renovable;757,75;MW;;;;;;;;
América del Sur;2011;Hidro;140481,81;MW;;;;;;;;
América del Sur;2011;Térmica no renovable;77116,80;MW;;;;;;;;
América del Sur;2011;Nuclear;3012,00;MW;;;;;;;;
América del Sur;2011;Geotermia;0,00;MW;;;;;;;;
América del Sur;2011;Eólica;1701,25;MW;;;;;;;;
América del Sur;2011;Solar;6,03;MW;;;;;;;;
América del Sur;2011;Otros;0,00;MW;;;;;;;;
América del Sur;2011;Térmica renovable;9714,27;MW;;;;;;;;
Caribe;2011;Hidro;861,31;MW;;;;;;;;
Caribe;2011;Térmica no renovable;13603,20;MW;;;;;;;;
Caribe;2011;Nuclear;;MW;;;;;;;;
Caribe;2011;Geotermia;;MW;;;;;;;;
Caribe;2011;Eólica;87,16;MW;;;;;;;;
Caribe;2011;Solar;5,78;MW;;;;;;;;
Caribe;2011;Otros;;MW;;;;;;;;
Caribe;2011;Térmica renovable;597,14;MW;;;;;;;;
Cono Sur;2011;Hidro;109772,53;MW;;;;;;;;
Cono Sur;2011;Térmica no renovable;51627,51;MW;;;;;;;;
Cono Sur;2011;Nuclear;3012,00;MW;;;;;;;;
Cono Sur;2011;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2011;Eólica;1679,72;MW;;;;;;;;
Cono Sur;2011;Solar;2,19;MW;;;;;;;;
Cono Sur;2011;Otros;0,00;MW;;;;;;;;
Cono Sur;2011;Térmica renovable;9479,17;MW;;;;;;;;
Cono Sur sin Brasil;2011;Hidro;27313,63;MW;;;;;;;;
Cono Sur sin Brasil;2011;Térmica no renovable;29412,78;MW;;;;;;;;
Cono Sur sin Brasil;2011;Nuclear;1005,00;MW;;;;;;;;
Cono Sur sin Brasil;2011;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2011;Eólica;253,93;MW;;;;;;;;
Cono Sur sin Brasil;2011;Solar;1,39;MW;;;;;;;;
Cono Sur sin Brasil;2011;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2011;Térmica renovable;451,30;MW;;;;;;;;
Zona Andina;2011;Hidro;30520,28;MW;;;;;;;;
Zona Andina;2011;Térmica no renovable;24979,02;MW;;;;;;;;
Zona Andina;2011;Nuclear;;MW;;;;;;;;
Zona Andina;2011;Geotermia;;MW;;;;;;;;
Zona Andina;2011;Eólica;21,52;MW;;;;;;;;
Zona Andina;2011;Solar;2,44;MW;;;;;;;;
Zona Andina;2011;Otros;;MW;;;;;;;;
Zona Andina;2011;Térmica renovable;181,10;MW;;;;;;;;
América Latina y el Caribe;2011;Hidro;157653,26;MW;;;;;;;;
América Latina y el Caribe;2011;Térmica no renovable;133524,88;MW;;;;;;;;
América Latina y el Caribe;2011;Nuclear;4376,88;MW;;;;;;;;
América Latina y el Caribe;2011;Geotermia;1420,91;MW;;;;;;;;
América Latina y el Caribe;2011;Eólica;2172,52;MW;;;;;;;;
América Latina y el Caribe;2011;Solar;10,89;MW;;;;;;;;
América Latina y el Caribe;2011;Otros;6,35;MW;;;;;;;;
América Latina y el Caribe;2011;Térmica renovable;11015,16;MW;;;;;;;;
Argentina;2012;Hidro;11175,00;MW;;;;;;;;
Argentina;2012;Térmica no renovable;19025,00;MW;;;;;;;;
Argentina;2012;Nuclear;1005,00;MW;;;;;;;;
Argentina;2012;Geotermia;;MW;;;;;;;;
Argentina;2012;Eólica;109,00;MW;;;;;;;;
Argentina;2012;Solar;6,00;MW;;;;;;;;
Argentina;2012;Otros;;MW;;;;;;;;
Argentina;2012;Térmica renovable;;MW;;;;;;;;
Barbados;2012;Hidro;;MW;;;;;;;;
Barbados;2012;Térmica no renovable;239,10;MW;;;;;;;;
Barbados;2012;Nuclear;;MW;;;;;;;;
Barbados;2012;Geotermia;;MW;;;;;;;;
Barbados;2012;Eólica;;MW;;;;;;;;
Barbados;2012;Solar;2,20;MW;;;;;;;;
Barbados;2012;Otros;;MW;;;;;;;;
Barbados;2012;Térmica renovable;;MW;;;;;;;;
Belice;2012;Hidro;53,00;MW;;;;;;;;
Belice;2012;Térmica no renovable;63,60;MW;;;;;;;;
Belice;2012;Nuclear;;MW;;;;;;;;
Belice;2012;Geotermia;;MW;;;;;;;;
Belice;2012;Eólica;;MW;;;;;;;;
Belice;2012;Solar;0,48;MW;;;;;;;;
Belice;2012;Otros;;MW;;;;;;;;
Belice;2012;Térmica renovable;27,50;MW;;;;;;;;
Bolivia;2012;Hidro;493,77;MW;;;;;;;;
Bolivia;2012;Térmica no renovable;1361,64;MW;;;;;;;;
Bolivia;2012;Nuclear;;MW;;;;;;;;
Bolivia;2012;Geotermia;;MW;;;;;;;;
Bolivia;2012;Eólica;0,00;MW;;;;;;;;
Bolivia;2012;Solar;0,00;MW;;;;;;;;
Bolivia;2012;Otros;;MW;;;;;;;;
Bolivia;2012;Térmica renovable;25,00;MW;;;;;;;;
Brasil;2012;Hidro;84294,00;MW;;;;;;;;
Brasil;2012;Térmica no renovable;22855,04;MW;;;;;;;;
Brasil;2012;Nuclear;2007,00;MW;;;;;;;;
Brasil;2012;Geotermia;;MW;;;;;;;;
Brasil;2012;Eólica;1893,96;MW;;;;;;;;
Brasil;2012;Solar;2,08;MW;;;;;;;;
Brasil;2012;Otros;;MW;;;;;;;;
Brasil;2012;Térmica renovable;9922,92;MW;;;;;;;;
Chile;2012;Hidro;5909,30;MW;;;;;;;;
Chile;2012;Térmica no renovable;11464,61;MW;;;;;;;;
Chile;2012;Nuclear;0,00;MW;;;;;;;;
Chile;2012;Geotermia;0,00;MW;;;;;;;;
Chile;2012;Eólica;203,32;MW;;;;;;;;
Chile;2012;Solar;2,94;MW;;;;;;;;
Chile;2012;Otros;0,00;MW;;;;;;;;
Chile;2012;Térmica renovable;348,99;MW;;;;;;;;
Colombia;2012;Hidro;9778,07;MW;;;;;;;;
Colombia;2012;Térmica no renovable;4560,35;MW;;;;;;;;
Colombia;2012;Nuclear;;MW;;;;;;;;
Colombia;2012;Geotermia;;MW;;;;;;;;
Colombia;2012;Eólica;18,42;MW;;;;;;;;
Colombia;2012;Solar;;MW;;;;;;;;
Colombia;2012;Otros;;MW;;;;;;;;
Colombia;2012;Térmica renovable;57,30;MW;;;;;;;;
Costa Rica;2012;Hidro;1700,33;MW;;;;;;;;
Costa Rica;2012;Térmica no renovable;612,60;MW;;;;;;;;
Costa Rica;2012;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2012;Geotermia;217,46;MW;;;;;;;;
Costa Rica;2012;Eólica;148,08;MW;;;;;;;;
Costa Rica;2012;Solar;1,01;MW;;;;;;;;
Costa Rica;2012;Otros;0,00;MW;;;;;;;;
Costa Rica;2012;Térmica renovable;43,70;MW;;;;;;;;
Cuba;2012;Hidro;62,10;MW;;;;;;;;
Cuba;2012;Térmica no renovable;5106,20;MW;;;;;;;;
Cuba;2012;Nuclear;;MW;;;;;;;;
Cuba;2012;Geotermia;;MW;;;;;;;;
Cuba;2012;Eólica;11,80;MW;;;;;;;;
Cuba;2012;Solar;0,00;MW;;;;;;;;
Cuba;2012;Otros;;MW;;;;;;;;
Cuba;2012;Térmica renovable;519,00;MW;;;;;;;;
Ecuador;2012;Hidro;2263,89;MW;;;;;;;;
Ecuador;2012;Térmica no renovable;3086,73;MW;;;;;;;;
Ecuador;2012;Nuclear;;MW;;;;;;;;
Ecuador;2012;Geotermia;;MW;;;;;;;;
Ecuador;2012;Eólica;2,40;MW;;;;;;;;
Ecuador;2012;Solar;0,08;MW;;;;;;;;
Ecuador;2012;Otros;;MW;;;;;;;;
Ecuador;2012;Térmica renovable;101,30;MW;;;;;;;;
El Salvador;2012;Hidro;487,33;MW;;;;;;;;
El Salvador;2012;Térmica no renovable;684,50;MW;;;;;;;;
El Salvador;2012;Nuclear;;MW;;;;;;;;
El Salvador;2012;Geotermia;204,40;MW;;;;;;;;
El Salvador;2012;Eólica;;MW;;;;;;;;
El Salvador;2012;Solar;;MW;;;;;;;;
El Salvador;2012;Otros;6,35;MW;;;;;;;;
El Salvador;2012;Térmica renovable;110,00;MW;;;;;;;;
Grenada;2012;Hidro;;MW;;;;;;;;
Grenada;2012;Térmica no renovable;52,23;MW;;;;;;;;
Grenada;2012;Nuclear;;MW;;;;;;;;
Grenada;2012;Geotermia;;MW;;;;;;;;
Grenada;2012;Eólica;;MW;;;;;;;;
Grenada;2012;Solar;;MW;;;;;;;;
Grenada;2012;Otros;;MW;;;;;;;;
Grenada;2012;Térmica renovable;;MW;;;;;;;;
Guatemala;2012;Hidro;944,84;MW;;;;;;;;
Guatemala;2012;Térmica no renovable;1078,63;MW;;;;;;;;
Guatemala;2012;Nuclear;;MW;;;;;;;;
Guatemala;2012;Geotermia;31,70;MW;;;;;;;;
Guatemala;2012;Eólica;0,00;MW;;;;;;;;
Guatemala;2012;Solar;0,00;MW;;;;;;;;
Guatemala;2012;Otros;;MW;;;;;;;;
Guatemala;2012;Térmica renovable;330,49;MW;;;;;;;;
Guyana;2012;Hidro;0,00;MW;;;;;;;;
Guyana;2012;Térmica no renovable;276,72;MW;;;;;;;;
Guyana;2012;Nuclear;;MW;;;;;;;;
Guyana;2012;Geotermia;;MW;;;;;;;;
Guyana;2012;Eólica;0,01;MW;;;;;;;;
Guyana;2012;Solar;0,97;MW;;;;;;;;
Guyana;2012;Otros;;MW;;;;;;;;
Guyana;2012;Térmica renovable;54,00;MW;;;;;;;;
Haiti;2012;Hidro;60,80;MW;;;;;;;;
Haiti;2012;Térmica no renovable;206,50;MW;;;;;;;;
Haiti;2012;Nuclear;;MW;;;;;;;;
Haiti;2012;Geotermia;;MW;;;;;;;;
Haiti;2012;Eólica;;MW;;;;;;;;
Haiti;2012;Solar;0,54;MW;;;;;;;;
Haiti;2012;Otros;;MW;;;;;;;;
Haiti;2012;Térmica renovable;;MW;;;;;;;;
Honduras;2012;Hidro;535,78;MW;;;;;;;;
Honduras;2012;Térmica no renovable;868,20;MW;;;;;;;;
Honduras;2012;Nuclear;;MW;;;;;;;;
Honduras;2012;Geotermia;0,00;MW;;;;;;;;
Honduras;2012;Eólica;102,00;MW;;;;;;;;
Honduras;2012;Solar;0,00;MW;;;;;;;;
Honduras;2012;Otros;;MW;;;;;;;;
Honduras;2012;Térmica renovable;92,30;MW;;;;;;;;
Jamaica;2012;Hidro;22,80;MW;;;;;;;;
Jamaica;2012;Térmica no renovable;873,70;MW;;;;;;;;
Jamaica;2012;Nuclear;;MW;;;;;;;;
Jamaica;2012;Geotermia;;MW;;;;;;;;
Jamaica;2012;Eólica;41,70;MW;;;;;;;;
Jamaica;2012;Solar;;MW;;;;;;;;
Jamaica;2012;Otros;;MW;;;;;;;;
Jamaica;2012;Térmica renovable;;MW;;;;;;;;
México;2012;Hidro;11497,60;MW;;;;;;;;
México;2012;Térmica no renovable;38022,13;MW;;;;;;;;
México;2012;Nuclear;1610,00;MW;;;;;;;;
México;2012;Geotermia;811,60;MW;;;;;;;;
México;2012;Eólica;597,60;MW;;;;;;;;
México;2012;Solar;6,00;MW;;;;;;;;
México;2012;Otros;;MW;;;;;;;;
México;2012;Térmica renovable;;MW;;;;;;;;
Nicaragua;2012;Hidro;105,70;MW;;;;;;;;
Nicaragua;2012;Térmica no renovable;736,21;MW;;;;;;;;
Nicaragua;2012;Nuclear;;MW;;;;;;;;
Nicaragua;2012;Geotermia;164,50;MW;;;;;;;;
Nicaragua;2012;Eólica;146,60;MW;;;;;;;;
Nicaragua;2012;Solar;;MW;;;;;;;;
Nicaragua;2012;Otros;;MW;;;;;;;;
Nicaragua;2012;Térmica renovable;133,80;MW;;;;;;;;
Panamá;2012;Hidro;1469,10;MW;;;;;;;;
Panamá;2012;Térmica no renovable;949,50;MW;;;;;;;;
Panamá;2012;Nuclear;;MW;;;;;;;;
Panamá;2012;Geotermia;;MW;;;;;;;;
Panamá;2012;Eólica;;MW;;;;;;;;
Panamá;2012;Solar;;MW;;;;;;;;
Panamá;2012;Otros;;MW;;;;;;;;
Panamá;2012;Térmica renovable;;MW;;;;;;;;
Paraguay;2012;Hidro;8810,00;MW;;;;;;;;
Paraguay;2012;Térmica no renovable;6,10;MW;;;;;;;;
Paraguay;2012;Nuclear;;MW;;;;;;;;
Paraguay;2012;Geotermia;;MW;;;;;;;;
Paraguay;2012;Eólica;;MW;;;;;;;;
Paraguay;2012;Solar;;MW;;;;;;;;
Paraguay;2012;Otros;;MW;;;;;;;;
Paraguay;2012;Térmica renovable;;MW;;;;;;;;
Perú;2012;Hidro;3483,97;MW;;;;;;;;
Perú;2012;Térmica no renovable;6134,42;MW;;;;;;;;
Perú;2012;Nuclear;;MW;;;;;;;;
Perú;2012;Geotermia;;MW;;;;;;;;
Perú;2012;Eólica;0,70;MW;;;;;;;;
Perú;2012;Solar;80,00;MW;;;;;;;;
Perú;2012;Otros;;MW;;;;;;;;
Perú;2012;Térmica renovable;;MW;;;;;;;;
República Dominicana;2012;Hidro;613,39;MW;;;;;;;;
República Dominicana;2012;Térmica no renovable;4639,78;MW;;;;;;;;
