;;;;;;;;;;;;
Capacidad Instlada;;;;;;;;;;;;
País;Año;Descripción;Dato;Unidad;;;;;;;;
Belice;2009;Térmica renovable;27,50;MW;;;;;;;;
Bolivia;2009;Hidro;488,14;MW;;;;;;;;
Bolivia;2009;Térmica no renovable;1015,80;MW;;;;;;;;
Bolivia;2009;Nuclear;;MW;;;;;;;;
Bolivia;2009;Geotermia;;MW;;;;;;;;
Bolivia;2009;Eólica;0,00;MW;;;;;;;;
Bolivia;2009;Solar;0,00;MW;;;;;;;;
Bolivia;2009;Otros;;MW;;;;;;;;
Bolivia;2009;Térmica renovable;25,00;MW;;;;;;;;
Brasil;2009;Hidro;78610,00;MW;;;;;;;;
Brasil;2009;Térmica no renovable;17632,72;MW;;;;;;;;
Brasil;2009;Nuclear;2007,00;MW;;;;;;;;
Brasil;2009;Geotermia;;MW;;;;;;;;
Brasil;2009;Eólica;602,00;MW;;;;;;;;
Brasil;2009;Solar;0,00;MW;;;;;;;;
Brasil;2009;Otros;;MW;;;;;;;;
Brasil;2009;Térmica renovable;5717,28;MW;;;;;;;;
Chile;2009;Hidro;5319,25;MW;;;;;;;;
Chile;2009;Térmica no renovable;9027,50;MW;;;;;;;;
Chile;2009;Nuclear;0,00;MW;;;;;;;;
Chile;2009;Geotermia;0,00;MW;;;;;;;;
Chile;2009;Eólica;86,77;MW;;;;;;;;
Chile;2009;Solar;0,00;MW;;;;;;;;
Chile;2009;Otros;0,00;MW;;;;;;;;
Chile;2009;Térmica renovable;174,80;MW;;;;;;;;
Colombia;2009;Hidro;8997,11;MW;;;;;;;;
Colombia;2009;Térmica no renovable;4459,95;MW;;;;;;;;
Colombia;2009;Nuclear;;MW;;;;;;;;
Colombia;2009;Geotermia;;MW;;;;;;;;
Colombia;2009;Eólica;18,42;MW;;;;;;;;
Colombia;2009;Solar;;MW;;;;;;;;
Colombia;2009;Otros;;MW;;;;;;;;
Colombia;2009;Térmica renovable;33,40;MW;;;;;;;;
Costa Rica;2009;Hidro;1532,74;MW;;;;;;;;
Costa Rica;2009;Térmica no renovable;598,44;MW;;;;;;;;
Costa Rica;2009;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2009;Geotermia;165,71;MW;;;;;;;;
Costa Rica;2009;Eólica;95,12;MW;;;;;;;;
Costa Rica;2009;Solar;0,00;MW;;;;;;;;
Costa Rica;2009;Otros;0,00;MW;;;;;;;;
Costa Rica;2009;Térmica renovable;23,70;MW;;;;;;;;
Cuba;2009;Hidro;57,90;MW;;;;;;;;
Cuba;2009;Térmica no renovable;4938,50;MW;;;;;;;;
Cuba;2009;Nuclear;;MW;;;;;;;;
Cuba;2009;Geotermia;;MW;;;;;;;;
Cuba;2009;Eólica;7,60;MW;;;;;;;;
Cuba;2009;Solar;0,00;MW;;;;;;;;
Cuba;2009;Otros;;MW;;;;;;;;
Cuba;2009;Térmica renovable;546,00;MW;;;;;;;;
Ecuador;2009;Hidro;2059,25;MW;;;;;;;;
Ecuador;2009;Térmica no renovable;2544,70;MW;;;;;;;;
Ecuador;2009;Nuclear;;MW;;;;;;;;
Ecuador;2009;Geotermia;;MW;;;;;;;;
Ecuador;2009;Eólica;2,40;MW;;;;;;;;
Ecuador;2009;Solar;0,02;MW;;;;;;;;
Ecuador;2009;Otros;;MW;;;;;;;;
Ecuador;2009;Térmica renovable;106,80;MW;;;;;;;;
El Salvador;2009;Hidro;486,33;MW;;;;;;;;
El Salvador;2009;Térmica no renovable;691,20;MW;;;;;;;;
El Salvador;2009;Nuclear;;MW;;;;;;;;
El Salvador;2009;Geotermia;204,40;MW;;;;;;;;
El Salvador;2009;Eólica;;MW;;;;;;;;
El Salvador;2009;Solar;;MW;;;;;;;;
El Salvador;2009;Otros;;MW;;;;;;;;
El Salvador;2009;Térmica renovable;109,00;MW;;;;;;;;
Grenada;2009;Hidro;;MW;;;;;;;;
Grenada;2009;Térmica no renovable;48,59;MW;;;;;;;;
Grenada;2009;Nuclear;;MW;;;;;;;;
Grenada;2009;Geotermia;;MW;;;;;;;;
Grenada;2009;Eólica;;MW;;;;;;;;
Grenada;2009;Solar;;MW;;;;;;;;
Grenada;2009;Otros;;MW;;;;;;;;
Grenada;2009;Térmica renovable;;MW;;;;;;;;
Guatemala;2009;Hidro;702,76;MW;;;;;;;;
Guatemala;2009;Térmica no renovable;1027,90;MW;;;;;;;;
Guatemala;2009;Nuclear;;MW;;;;;;;;
Guatemala;2009;Geotermia;35,79;MW;;;;;;;;
Guatemala;2009;Eólica;0,00;MW;;;;;;;;
Guatemala;2009;Solar;0,00;MW;;;;;;;;
Guatemala;2009;Otros;;MW;;;;;;;;
Guatemala;2009;Térmica renovable;314,68;MW;;;;;;;;
Guyana;2009;Hidro;0,00;MW;;;;;;;;
Guyana;2009;Térmica no renovable;251,59;MW;;;;;;;;
Guyana;2009;Nuclear;;MW;;;;;;;;
Guyana;2009;Geotermia;;MW;;;;;;;;
Guyana;2009;Eólica;0,01;MW;;;;;;;;
Guyana;2009;Solar;0,09;MW;;;;;;;;
Guyana;2009;Otros;;MW;;;;;;;;
Guyana;2009;Térmica renovable;54,00;MW;;;;;;;;
Haiti;2009;Hidro;62,00;MW;;;;;;;;
Haiti;2009;Térmica no renovable;178,00;MW;;;;;;;;
Haiti;2009;Nuclear;;MW;;;;;;;;
Haiti;2009;Geotermia;;MW;;;;;;;;
Haiti;2009;Eólica;;MW;;;;;;;;
Haiti;2009;Solar;;MW;;;;;;;;
Haiti;2009;Otros;;MW;;;;;;;;
Haiti;2009;Térmica renovable;;MW;;;;;;;;
Honduras;2009;Hidro;519,89;MW;;;;;;;;
Honduras;2009;Térmica no renovable;855,20;MW;;;;;;;;
Honduras;2009;Nuclear;;MW;;;;;;;;
Honduras;2009;Geotermia;0,00;MW;;;;;;;;
Honduras;2009;Eólica;0,00;MW;;;;;;;;
Honduras;2009;Solar;0,00;MW;;;;;;;;
Honduras;2009;Otros;;MW;;;;;;;;
Honduras;2009;Térmica renovable;90,90;MW;;;;;;;;
Jamaica;2009;Hidro;22,80;MW;;;;;;;;
Jamaica;2009;Térmica no renovable;774,30;MW;;;;;;;;
Jamaica;2009;Nuclear;;MW;;;;;;;;
Jamaica;2009;Geotermia;;MW;;;;;;;;
Jamaica;2009;Eólica;20,70;MW;;;;;;;;
Jamaica;2009;Solar;;MW;;;;;;;;
Jamaica;2009;Otros;;MW;;;;;;;;
Jamaica;2009;Térmica renovable;;MW;;;;;;;;
México;2009;Hidro;11383,25;MW;;;;;;;;
México;2009;Térmica no renovable;37888,21;MW;;;;;;;;
México;2009;Nuclear;1364,88;MW;;;;;;;;
México;2009;Geotermia;964,50;MW;;;;;;;;
México;2009;Eólica;85,25;MW;;;;;;;;
México;2009;Solar;;MW;;;;;;;;
México;2009;Otros;;MW;;;;;;;;
México;2009;Térmica renovable;;MW;;;;;;;;
Nicaragua;2009;Hidro;105,30;MW;;;;;;;;
Nicaragua;2009;Térmica no renovable;627,15;MW;;;;;;;;
Nicaragua;2009;Nuclear;;MW;;;;;;;;
Nicaragua;2009;Geotermia;87,50;MW;;;;;;;;
Nicaragua;2009;Eólica;39,90;MW;;;;;;;;
Nicaragua;2009;Solar;;MW;;;;;;;;
Nicaragua;2009;Otros;;MW;;;;;;;;
Nicaragua;2009;Térmica renovable;121,80;MW;;;;;;;;
Panamá;2009;Hidro;878,90;MW;;;;;;;;
Panamá;2009;Térmica no renovable;937,60;MW;;;;;;;;
Panamá;2009;Nuclear;;MW;;;;;;;;
Panamá;2009;Geotermia;;MW;;;;;;;;
Panamá;2009;Eólica;;MW;;;;;;;;
Panamá;2009;Solar;;MW;;;;;;;;
Panamá;2009;Otros;;MW;;;;;;;;
Panamá;2009;Térmica renovable;;MW;;;;;;;;
Paraguay;2009;Hidro;8810,00;MW;;;;;;;;
Paraguay;2009;Térmica no renovable;6,10;MW;;;;;;;;
Paraguay;2009;Nuclear;;MW;;;;;;;;
Paraguay;2009;Geotermia;;MW;;;;;;;;
Paraguay;2009;Eólica;;MW;;;;;;;;
Paraguay;2009;Solar;;MW;;;;;;;;
Paraguay;2009;Otros;;MW;;;;;;;;
Paraguay;2009;Térmica renovable;;MW;;;;;;;;
Perú;2009;Hidro;3277,46;MW;;;;;;;;
Perú;2009;Térmica no renovable;4708,33;MW;;;;;;;;
Perú;2009;Nuclear;;MW;;;;;;;;
Perú;2009;Geotermia;;MW;;;;;;;;
Perú;2009;Eólica;0,70;MW;;;;;;;;
Perú;2009;Solar;;MW;;;;;;;;
Perú;2009;Otros;;MW;;;;;;;;
Perú;2009;Térmica renovable;;MW;;;;;;;;
República Dominicana;2009;Hidro;523,61;MW;;;;;;;;
República Dominicana;2009;Térmica no renovable;4128,64;MW;;;;;;;;
República Dominicana;2009;Nuclear;;MW;;;;;;;;
República Dominicana;2009;Geotermia;;MW;;;;;;;;
República Dominicana;2009;Eólica;;MW;;;;;;;;
República Dominicana;2009;Solar;;MW;;;;;;;;
República Dominicana;2009;Otros;;MW;;;;;;;;
República Dominicana;2009;Térmica renovable;;MW;;;;;;;;
Suriname;2009;Hidro;189,00;MW;;;;;;;;
Suriname;2009;Térmica no renovable;200,00;MW;;;;;;;;
Suriname;2009;Nuclear;;MW;;;;;;;;
Suriname;2009;Geotermia;;MW;;;;;;;;
Suriname;2009;Eólica;;MW;;;;;;;;
Suriname;2009;Solar;;MW;;;;;;;;
Suriname;2009;Otros;;MW;;;;;;;;
Suriname;2009;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2009;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2009;Térmica no renovable;1682,00;MW;;;;;;;;
Trinidad y Tobago;2009;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2009;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2009;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2009;Solar;2,27;MW;;;;;;;;
Trinidad y Tobago;2009;Otros;;MW;;;;;;;;
Trinidad y Tobago;2009;Térmica renovable;;MW;;;;;;;;
Uruguay;2009;Hidro;1538,00;MW;;;;;;;;
Uruguay;2009;Térmica no renovable;878,30;MW;;;;;;;;
Uruguay;2009;Nuclear;;MW;;;;;;;;
Uruguay;2009;Geotermia;;MW;;;;;;;;
Uruguay;2009;Eólica;30,60;MW;;;;;;;;
Uruguay;2009;Solar;0,11;MW;;;;;;;;
Uruguay;2009;Otros;;MW;;;;;;;;
Uruguay;2009;Térmica renovable;172,60;MW;;;;;;;;
Venezuela;2009;Hidro;14622,81;MW;;;;;;;;
Venezuela;2009;Térmica no renovable;9116,04;MW;;;;;;;;
Venezuela;2009;Nuclear;;MW;;;;;;;;
Venezuela;2009;Geotermia;;MW;;;;;;;;
Venezuela;2009;Eólica;0,00;MW;;;;;;;;
Venezuela;2009;Solar;1,50;MW;;;;;;;;
Venezuela;2009;Otros;;MW;;;;;;;;
Venezuela;2009;Térmica renovable;;MW;;;;;;;;
América Central;2009;Hidro;4271,91;MW;;;;;;;;
América Central;2009;Térmica no renovable;4802,44;MW;;;;;;;;
América Central;2009;Nuclear;0,00;MW;;;;;;;;
América Central;2009;Geotermia;493,40;MW;;;;;;;;
América Central;2009;Eólica;135,02;MW;;;;;;;;
América Central;2009;Solar;0,48;MW;;;;;;;;
América Central;2009;Otros;0,00;MW;;;;;;;;
América Central;2009;Térmica renovable;687,58;MW;;;;;;;;
América del Sur;2009;Hidro;134515,03;MW;;;;;;;;
América del Sur;2009;Térmica no renovable;65467,04;MW;;;;;;;;
América del Sur;2009;Nuclear;3012,00;MW;;;;;;;;
América del Sur;2009;Geotermia;0,00;MW;;;;;;;;
América del Sur;2009;Eólica;740,90;MW;;;;;;;;
América del Sur;2009;Solar;1,72;MW;;;;;;;;
América del Sur;2009;Otros;0,00;MW;;;;;;;;
América del Sur;2009;Térmica renovable;6283,88;MW;;;;;;;;
Caribe;2009;Hidro;855,31;MW;;;;;;;;
Caribe;2009;Térmica no renovable;12416,33;MW;;;;;;;;
Caribe;2009;Nuclear;;MW;;;;;;;;
Caribe;2009;Geotermia;;MW;;;;;;;;
Caribe;2009;Eólica;28,31;MW;;;;;;;;
Caribe;2009;Solar;3,16;MW;;;;;;;;
Caribe;2009;Otros;;MW;;;;;;;;
Caribe;2009;Térmica renovable;600,00;MW;;;;;;;;
Cono Sur;2009;Hidro;104881,25;MW;;;;;;;;
Cono Sur;2009;Térmica no renovable;43170,63;MW;;;;;;;;
Cono Sur;2009;Nuclear;3012,00;MW;;;;;;;;
Cono Sur;2009;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2009;Eólica;719,37;MW;;;;;;;;
Cono Sur;2009;Solar;0,11;MW;;;;;;;;
Cono Sur;2009;Otros;0,00;MW;;;;;;;;
Cono Sur;2009;Térmica renovable;6064,68;MW;;;;;;;;
Cono Sur sin Brasil;2009;Hidro;26271,25;MW;;;;;;;;
Cono Sur sin Brasil;2009;Térmica no renovable;25537,90;MW;;;;;;;;
Cono Sur sin Brasil;2009;Nuclear;1005,00;MW;;;;;;;;
Cono Sur sin Brasil;2009;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2009;Eólica;117,37;MW;;;;;;;;
Cono Sur sin Brasil;2009;Solar;0,11;MW;;;;;;;;
Cono Sur sin Brasil;2009;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2009;Térmica renovable;347,40;MW;;;;;;;;
Zona Andina;2009;Hidro;29444,77;MW;;;;;;;;
Zona Andina;2009;Térmica no renovable;21844,82;MW;;;;;;;;
Zona Andina;2009;Nuclear;;MW;;;;;;;;
Zona Andina;2009;Geotermia;;MW;;;;;;;;
Zona Andina;2009;Eólica;21,52;MW;;;;;;;;
Zona Andina;2009;Solar;1,52;MW;;;;;;;;
Zona Andina;2009;Otros;;MW;;;;;;;;
Zona Andina;2009;Térmica renovable;165,20;MW;;;;;;;;
América Latina y el Caribe;2009;Hidro;150836,50;MW;;;;;;;;
América Latina y el Caribe;2009;Térmica no renovable;120122,43;MW;;;;;;;;
América Latina y el Caribe;2009;Nuclear;4376,88;MW;;;;;;;;
América Latina y el Caribe;2009;Geotermia;1457,90;MW;;;;;;;;
América Latina y el Caribe;2009;Eólica;989,47;MW;;;;;;;;
América Latina y el Caribe;2009;Solar;5,27;MW;;;;;;;;
América Latina y el Caribe;2009;Otros;0,00;MW;;;;;;;;
América Latina y el Caribe;2009;Térmica renovable;7517,45;MW;;;;;;;;
Argentina;2010;Hidro;10604,00;MW;;;;;;;;
Argentina;2010;Térmica no renovable;16818,00;MW;;;;;;;;
Argentina;2010;Nuclear;1005,00;MW;;;;;;;;
Argentina;2010;Geotermia;;MW;;;;;;;;
Argentina;2010;Eólica;0,00;MW;;;;;;;;
Argentina;2010;Solar;0,00;MW;;;;;;;;
Argentina;2010;Otros;;MW;;;;;;;;
Argentina;2010;Térmica renovable;;MW;;;;;;;;
Barbados;2010;Hidro;;MW;;;;;;;;
Barbados;2010;Térmica no renovable;257,20;MW;;;;;;;;
Barbados;2010;Nuclear;;MW;;;;;;;;
Barbados;2010;Geotermia;;MW;;;;;;;;
Barbados;2010;Eólica;;MW;;;;;;;;
Barbados;2010;Solar;1,00;MW;;;;;;;;
Barbados;2010;Otros;;MW;;;;;;;;
Barbados;2010;Térmica renovable;;MW;;;;;;;;
Belice;2010;Hidro;53,00;MW;;;;;;;;
Belice;2010;Térmica no renovable;63,55;MW;;;;;;;;
Belice;2010;Nuclear;;MW;;;;;;;;
Belice;2010;Geotermia;;MW;;;;;;;;
Belice;2010;Eólica;;MW;;;;;;;;
Belice;2010;Solar;0,48;MW;;;;;;;;
Belice;2010;Otros;;MW;;;;;;;;
Belice;2010;Térmica renovable;27,50;MW;;;;;;;;
Bolivia;2010;Hidro;488,21;MW;;;;;;;;
Bolivia;2010;Térmica no renovable;1131,80;MW;;;;;;;;
Bolivia;2010;Nuclear;;MW;;;;;;;;
Bolivia;2010;Geotermia;;MW;;;;;;;;
Bolivia;2010;Eólica;0,00;MW;;;;;;;;
Bolivia;2010;Solar;0,00;MW;;;;;;;;
Bolivia;2010;Otros;;MW;;;;;;;;
Bolivia;2010;Térmica renovable;25,00;MW;;;;;;;;
Brasil;2010;Hidro;80703,12;MW;;;;;;;;
Brasil;2010;Térmica no renovable;21761,75;MW;;;;;;;;
Brasil;2010;Nuclear;2007,00;MW;;;;;;;;
Brasil;2010;Geotermia;;MW;;;;;;;;
Brasil;2010;Eólica;926,89;MW;;;;;;;;
Brasil;2010;Solar;1,00;MW;;;;;;;;
Brasil;2010;Otros;;MW;;;;;;;;
Brasil;2010;Térmica renovable;7927,19;MW;;;;;;;;
Chile;2010;Hidro;5347,68;MW;;;;;;;;
Chile;2010;Térmica no renovable;9661,51;MW;;;;;;;;
Chile;2010;Nuclear;0,00;MW;;;;;;;;
Chile;2010;Geotermia;0,00;MW;;;;;;;;
Chile;2010;Eólica;183,32;MW;;;;;;;;
Chile;2010;Solar;0,00;MW;;;;;;;;
Chile;2010;Otros;0,00;MW;;;;;;;;
Chile;2010;Térmica renovable;176,80;MW;;;;;;;;
Colombia;2010;Hidro;9257,43;MW;;;;;;;;
Colombia;2010;Térmica no renovable;4917,95;MW;;;;;;;;
Colombia;2010;Nuclear;;MW;;;;;;;;
Colombia;2010;Geotermia;;MW;;;;;;;;
Colombia;2010;Eólica;18,42;MW;;;;;;;;
Colombia;2010;Solar;;MW;;;;;;;;
Colombia;2010;Otros;;MW;;;;;;;;
Colombia;2010;Térmica renovable;53,30;MW;;;;;;;;
Costa Rica;2010;Hidro;1554,44;MW;;;;;;;;
Costa Rica;2010;Térmica no renovable;862,21;MW;;;;;;;;
Costa Rica;2010;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2010;Geotermia;165,71;MW;;;;;;;;
Costa Rica;2010;Eólica;119,62;MW;;;;;;;;
Costa Rica;2010;Solar;0,00;MW;;;;;;;;
Costa Rica;2010;Otros;0,00;MW;;;;;;;;
Costa Rica;2010;Térmica renovable;43,70;MW;;;;;;;;
Cuba;2010;Hidro;62,50;MW;;;;;;;;
Cuba;2010;Térmica no renovable;5232,80;MW;;;;;;;;
Cuba;2010;Nuclear;;MW;;;;;;;;
Cuba;2010;Geotermia;;MW;;;;;;;;
Cuba;2010;Eólica;9,30;MW;;;;;;;;
Cuba;2010;Solar;0,00;MW;;;;;;;;
Cuba;2010;Otros;;MW;;;;;;;;
Cuba;2010;Térmica renovable;548,00;MW;;;;;;;;
Ecuador;2010;Hidro;2242,42;MW;;;;;;;;
Ecuador;2010;Térmica no renovable;2791,55;MW;;;;;;;;
Ecuador;2010;Nuclear;;MW;;;;;;;;
Ecuador;2010;Geotermia;;MW;;;;;;;;
Ecuador;2010;Eólica;2,40;MW;;;;;;;;
Ecuador;2010;Solar;0,02;MW;;;;;;;;
Ecuador;2010;Otros;;MW;;;;;;;;
Ecuador;2010;Térmica renovable;101,30;MW;;;;;;;;
El Salvador;2010;Hidro;487,03;MW;;;;;;;;
El Salvador;2010;Térmica no renovable;691,20;MW;;;;;;;;
El Salvador;2010;Nuclear;;MW;;;;;;;;
El Salvador;2010;Geotermia;204,40;MW;;;;;;;;
El Salvador;2010;Eólica;;MW;;;;;;;;
El Salvador;2010;Solar;;MW;;;;;;;;
El Salvador;2010;Otros;;MW;;;;;;;;
El Salvador;2010;Térmica renovable;109,00;MW;;;;;;;;
Grenada;2010;Hidro;;MW;;;;;;;;
Grenada;2010;Térmica no renovable;48,69;MW;;;;;;;;
Grenada;2010;Nuclear;;MW;;;;;;;;
Grenada;2010;Geotermia;;MW;;;;;;;;
Grenada;2010;Eólica;;MW;;;;;;;;
Grenada;2010;Solar;;MW;;;;;;;;
Grenada;2010;Otros;;MW;;;;;;;;
Grenada;2010;Térmica renovable;;MW;;;;;;;;
Guatemala;2010;Hidro;799,39;MW;;;;;;;;
Guatemala;2010;Térmica no renovable;1027,90;MW;;;;;;;;
Guatemala;2010;Nuclear;;MW;;;;;;;;
Guatemala;2010;Geotermia;35,79;MW;;;;;;;;
Guatemala;2010;Eólica;0,00;MW;;;;;;;;
Guatemala;2010;Solar;0,00;MW;;;;;;;;
Guatemala;2010;Otros;;MW;;;;;;;;
Guatemala;2010;Térmica renovable;314,67;MW;;;;;;;;
Guyana;2010;Hidro;0,00;MW;;;;;;;;
Guyana;2010;Térmica no renovable;270,47;MW;;;;;;;;
Guyana;2010;Nuclear;;MW;;;;;;;;
Guyana;2010;Geotermia;;MW;;;;;;;;
Guyana;2010;Eólica;0,01;MW;;;;;;;;
Guyana;2010;Solar;0,18;MW;;;;;;;;
Guyana;2010;Otros;;MW;;;;;;;;
Guyana;2010;Térmica renovable;54,00;MW;;;;;;;;
Haiti;2010;Hidro;60,80;MW;;;;;;;;
Haiti;2010;Térmica no renovable;206,50;MW;;;;;;;;
Haiti;2010;Nuclear;;MW;;;;;;;;
Haiti;2010;Geotermia;;MW;;;;;;;;
Haiti;2010;Eólica;;MW;;;;;;;;
Haiti;2010;Solar;;MW;;;;;;;;
Haiti;2010;Otros;;MW;;;;;;;;
Haiti;2010;Térmica renovable;;MW;;;;;;;;
Honduras;2010;Hidro;524,39;MW;;;;;;;;
Honduras;2010;Térmica no renovable;855,20;MW;;;;;;;;
Honduras;2010;Nuclear;;MW;;;;;;;;
Honduras;2010;Geotermia;0,00;MW;;;;;;;;
Honduras;2010;Eólica;0,00;MW;;;;;;;;
Honduras;2010;Solar;0,00;MW;;;;;;;;
Honduras;2010;Otros;;MW;;;;;;;;
Honduras;2010;Térmica renovable;90,90;MW;;;;;;;;
Jamaica;2010;Hidro;22,80;MW;;;;;;;;
Jamaica;2010;Térmica no renovable;808,50;MW;;;;;;;;
Jamaica;2010;Nuclear;;MW;;;;;;;;
Jamaica;2010;Geotermia;;MW;;;;;;;;
Jamaica;2010;Eólica;20,70;MW;;;;;;;;
Jamaica;2010;Solar;;MW;;;;;;;;
Jamaica;2010;Otros;;MW;;;;;;;;
Jamaica;2010;Térmica renovable;;MW;;;;;;;;
México;2010;Hidro;11503,23;MW;;;;;;;;
México;2010;Térmica no renovable;39027,57;MW;;;;;;;;
México;2010;Nuclear;1364,88;MW;;;;;;;;
México;2010;Geotermia;964,50;MW;;;;;;;;
México;2010;Eólica;85,25;MW;;;;;;;;
México;2010;Solar;;MW;;;;;;;;
México;2010;Otros;;MW;;;;;;;;
México;2010;Térmica renovable;;MW;;;;;;;;
Nicaragua;2010;Hidro;105,30;MW;;;;;;;;
Nicaragua;2010;Térmica no renovable;694,99;MW;;;;;;;;
Nicaragua;2010;Nuclear;;MW;;;;;;;;
Nicaragua;2010;Geotermia;87,50;MW;;;;;;;;
Nicaragua;2010;Eólica;63,00;MW;;;;;;;;
Nicaragua;2010;Solar;;MW;;;;;;;;
Nicaragua;2010;Otros;;MW;;;;;;;;
Nicaragua;2010;Térmica renovable;121,80;MW;;;;;;;;
Panamá;2010;Hidro;936,80;MW;;;;;;;;
Panamá;2010;Térmica no renovable;1037,60;MW;;;;;;;;
Panamá;2010;Nuclear;;MW;;;;;;;;
Panamá;2010;Geotermia;;MW;;;;;;;;
Panamá;2010;Eólica;;MW;;;;;;;;
Panamá;2010;Solar;;MW;;;;;;;;
Panamá;2010;Otros;;MW;;;;;;;;
Panamá;2010;Térmica renovable;;MW;;;;;;;;
Paraguay;2010;Hidro;8810,00;MW;;;;;;;;
Paraguay;2010;Térmica no renovable;6,10;MW;;;;;;;;
Paraguay;2010;Nuclear;;MW;;;;;;;;
Paraguay;2010;Geotermia;;MW;;;;;;;;
Paraguay;2010;Eólica;;MW;;;;;;;;
Paraguay;2010;Solar;;MW;;;;;;;;
Paraguay;2010;Otros;;MW;;;;;;;;
Paraguay;2010;Térmica renovable;;MW;;;;;;;;
Perú;2010;Hidro;3437,60;MW;;;;;;;;
Perú;2010;Térmica no renovable;5174,26;MW;;;;;;;;
Perú;2010;Nuclear;;MW;;;;;;;;
Perú;2010;Geotermia;;MW;;;;;;;;
Perú;2010;Eólica;0,70;MW;;;;;;;;
Perú;2010;Solar;;MW;;;;;;;;
Perú;2010;Otros;;MW;;;;;;;;
Perú;2010;Térmica renovable;;MW;;;;;;;;
República Dominicana;2010;Hidro;523,63;MW;;;;;;;;
República Dominicana;2010;Térmica no renovable;4324,42;MW;;;;;;;;
República Dominicana;2010;Nuclear;;MW;;;;;;;;
República Dominicana;2010;Geotermia;;MW;;;;;;;;
República Dominicana;2010;Eólica;;MW;;;;;;;;
República Dominicana;2010;Solar;;MW;;;;;;;;
República Dominicana;2010;Otros;;MW;;;;;;;;
República Dominicana;2010;Térmica renovable;;MW;;;;;;;;
Suriname;2010;Hidro;189,00;MW;;;;;;;;
Suriname;2010;Térmica no renovable;200,00;MW;;;;;;;;
Suriname;2010;Nuclear;;MW;;;;;;;;
Suriname;2010;Geotermia;;MW;;;;;;;;
Suriname;2010;Eólica;;MW;;;;;;;;
Suriname;2010;Solar;0,23;MW;;;;;;;;
Suriname;2010;Otros;;MW;;;;;;;;
Suriname;2010;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2010;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2010;Térmica no renovable;1682,00;MW;;;;;;;;
Trinidad y Tobago;2010;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2010;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2010;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2010;Solar;2,57;MW;;;;;;;;
Trinidad y Tobago;2010;Otros;;MW;;;;;;;;
Trinidad y Tobago;2010;Térmica renovable;;MW;;;;;;;;
Uruguay;2010;Hidro;1538,00;MW;;;;;;;;
Uruguay;2010;Térmica no renovable;875,70;MW;;;;;;;;
Uruguay;2010;Nuclear;;MW;;;;;;;;
Uruguay;2010;Geotermia;;MW;;;;;;;;
Uruguay;2010;Eólica;40,60;MW;;;;;;;;
Uruguay;2010;Solar;0,14;MW;;;;;;;;
Uruguay;2010;Otros;;MW;;;;;;;;
Uruguay;2010;Térmica renovable;235,60;MW;;;;;;;;
Venezuela;2010;Hidro;14622,81;MW;;;;;;;;
Venezuela;2010;Térmica no renovable;10221,43;MW;;;;;;;;
Venezuela;2010;Nuclear;;MW;;;;;;;;
Venezuela;2010;Geotermia;;MW;;;;;;;;
Venezuela;2010;Eólica;0,00;MW;;;;;;;;
Venezuela;2010;Solar;1,87;MW;;;;;;;;
Venezuela;2010;Otros;;MW;;;;;;;;
Venezuela;2010;Térmica renovable;;MW;;;;;;;;
América Central;2010;Hidro;4460,34;MW;;;;;;;;
América Central;2010;Térmica no renovable;5232,65;MW;;;;;;;;
América Central;2010;Nuclear;0,00;MW;;;;;;;;
América Central;2010;Geotermia;493,40;MW;;;;;;;;
América Central;2010;Eólica;182,62;MW;;;;;;;;
América Central;2010;Solar;0,48;MW;;;;;;;;
América Central;2010;Otros;0,00;MW;;;;;;;;
América Central;2010;Térmica renovable;707,58;MW;;;;;;;;
América del Sur;2010;Hidro;137240,26;MW;;;;;;;;
América del Sur;2010;Térmica no renovable;73830,52;MW;;;;;;;;
América del Sur;2010;Nuclear;3012,00;MW;;;;;;;;
América del Sur;2010;Geotermia;0,00;MW;;;;;;;;
América del Sur;2010;Eólica;1172,33;MW;;;;;;;;
América del Sur;2010;Solar;3,44;MW;;;;;;;;
América del Sur;2010;Otros;0,00;MW;;;;;;;;
América del Sur;2010;Térmica renovable;8573,19;MW;;;;;;;;
Caribe;2010;Hidro;858,73;MW;;;;;;;;
Caribe;2010;Térmica no renovable;13030,59;MW;;;;;;;;
Caribe;2010;Nuclear;;MW;;;;;;;;
Caribe;2010;Geotermia;;MW;;;;;;;;
Caribe;2010;Eólica;30,01;MW;;;;;;;;
Caribe;2010;Solar;3,98;MW;;;;;;;;
Caribe;2010;Otros;;MW;;;;;;;;
